Subject,EEG_Channel_Index,EOG_Left_Beta,EOG_Central_Beta,EOG_Right_Beta,Intercept
A04,16,-0.0276244294367571,0.1849169915397721,0.2007312477089159,0.0076242171339949
A04,17,-0.0575488125575795,0.1557083081705015,0.2670095904983597,0.0101968485815723
A04,18,-0.063822899141014,0.1443872662657272,0.0601899849250686,0.0075391016892035
A04,19,-0.0727452099319759,0.1489267181434258,0.1076659393131312,0.0066904143210045
A04,20,-0.1068288191308133,0.1227066171974422,0.1598071652593941,0.0070989504130499
A04,21,-0.1292147523791078,0.08479084178441,0.1023191539307072,0.003232842648773
A05,0,0.1796302934578008,0.3585666209320862,0.2714599356572235,0.0040490412008013
A05,1,0.2915596029258432,0.2128902417038294,0.1992516390695524,0.0029286016241286
A05,2,0.2260819362305813,0.2143329903162987,0.2567369290774662,0.0011452594713424
A05,3,0.1883158055491919,0.22593809585426,0.3170292566661248,0.0009915406235666
A05,4,0.1437559606430929,0.2143144059282718,0.3713805497842194,0.0010347953555555
A05,5,0.1086463747988844,0.2126409230899276,0.4361832561731019,0.0031933769794792
A05,6,0.3389936288952364,0.1021257387662669,0.1565500183250437,0.0050021096041441
A05,7,0.2658788651804058,0.1270755220687925,0.214125968497738,0.0032339567794623
A05,8,0.212038019012289,0.1430296768845133,0.2713573218245242,-6.915609116003044e-05
A05,9,0.1801320076479442,0.1400912502025937,0.3294554981397398,-0.0030506698426415
A05,10,0.1416500453602214,0.144526484714111,0.3680591129764134,-0.0011273170722424
A05,11,0.1150133876453531,0.1304984277638225,0.4354885292271835,0.000414143453669
A05,12,0.0936983583398407,0.1016172124599798,0.5006196185134757,0.0032708651221913
A05,13,0.2164600456869642,0.0935170244186543,0.2238005187088718,0.0025743449425331
A05,14,0.1733932667317249,0.1040820839237121,0.2727321059065911,5.947829180332515e-05
A05,15,0.1543293871374741,0.0999020577307236,0.3201477794503983,-0.0020653627607728
A05,16,0.1198766221556611,0.1016994423315523,0.3700292913734772,-0.0001654221889294
A05,17,0.0996991755282942,0.0939729977499178,0.4171923704720791,0.0012593148887863
A05,18,0.1240411809111809,0.0780309612269915,0.2670000217573117,0.0009911037808533
A05,19,0.1122463399237871,0.0777486190538658,0.3136877259719528,9.381852172854223e-05
A05,20,0.0981810846884455,0.0758798695554019,0.3334848888040458,0.0022641650121569
A05,21,0.063432632261412,0.0598711028733366,0.2875010574375477,0.0047186191755045
A06,0,0.1942557585981412,0.6500788824823237,0.1481401151099392,0.0037104298939571
A06,1,0.4872222817389461,0.3838106017577972,0.0143816358521471,-0.0055211441013334
A06,2,0.3384955634747354,0.4625799045753052,0.0920014501622159,-0.0021452903599026
A06,3,0.2133187809805238,0.5241819079360093,0.1878761816708785,0.0018331253312482
A06,4,0.1087739418101322,0.5070338899495279,0.3025392722097266,0.0015162923938554
A06,5,0.0568213645596277,0.4587791886852094,0.4269681917518955,0.0013082384625468
A06,6,0.6019692182992626,0.1439598163888404,0.0036035491449643,0.0056202227652729
A06,7,0.4805554963073147,0.2585175418356003,0.0312956537141443,-0.0034869654383228
A06,8,0.332185871276498,0.3500350002189933,0.116317036710433,-0.0034646808316416
A06,9,0.2226005524781467,0.3898365377560702,0.2173143749111391,-0.0037013692676292
A06,10,0.1180996475173585,0.3893613146852489,0.3300792441118949,-0.0003691753448759
A06,11,0.0411689270945264,0.3153565234180774,0.499343767320638,0.003415415865806
A06,12,0.0436815485601433,0.1874147438910823,0.6178235574705448,0.0093218248194889
A06,13,0.3956316901395663,0.2162110277558724,0.069034263093047,0.0046599938860201
A06,14,0.2966263122300062,0.2744180307721599,0.1383078257323901,0.0027072717931174
A06,15,0.2135141590660303,0.2973157626215328,0.2324838962906019,0.0051810750414437
A06,16,0.1255995305247075,0.2756641672859151,0.3509606185363079,0.0090427519661808
A06,17,0.0590755518392507,0.2271815972664448,0.4776258974626043,0.011707815289031
A06,18,0.2354815669105557,0.2003714312358369,0.1705781479935284,0.0075036761412755
A06,19,0.1804775305418857,0.22555740449668,0.242947579744602,0.0088649312185529
A06,20,0.1241939212533913,0.1846359063052858,0.3222914661191162,0.0154443465509948
A06,21,0.1296914840808047,0.1481145384108383,0.2421242315290512,0.0092977644164725
A07,0,0.1354325038362805,0.4398156950106819,0.2144132293474365,0.0001279666150895
A07,1,0.2872238971405813,0.2272389725914387,0.1173410338578783,0.005373711561484
A07,2,0.1934653064669767,0.2729065944610974,0.1892599966183531,-0.000733900728134
A07,3,0.1486132617350385,0.3005553408476759,0.2526222020908508,-0.0014183832338895
A07,4,0.0941116538924821,0.2912485855754426,0.3177256180254602,-0.0009772424541646
A07,5,0.0619233715743067,0.2693095233066745,0.4183452966689464,0.0037342946052015
A07,6,0.2783774283221094,0.0976293014202289,0.0547069762023644,0.0104364967982757
A07,7,0.2179855353765314,0.1466909607460909,0.1114127614105549,0.0078780960973438
A07,8,0.1505403467981247,0.184328806623204,0.188630563261638,0.0010176112359169
A07,9,0.1164556805473883,0.1995563152371853,0.2505366621337371,-0.0028534925341373
A07,10,0.0770385213640882,0.2039758673139878,0.3145608072356797,-0.0004330150525297
A07,11,0.054912859182098,0.1725059246839007,0.4017908636138828,0.0052147972159152
A07,12,0.0416865451782573,0.1239265848376292,0.4836349506142943,0.0076856617272024
A07,13,0.1325041796952493,0.1118034210990751,0.1195289843780919,0.0105697139584747
A07,14,0.0943642929012439,0.1380387426449839,0.1787020770254658,0.0040152983615313
A07,15,0.0696224194874057,0.1462441173956736,0.2256963283993226,0.0017225328147039
A07,16,0.0455408900584103,0.1453538972534836,0.2863634786255645,0.0038087808510581
A07,17,0.0339733650098961,0.1290938195747201,0.3541595036265723,0.0079423901954478
A07,18,0.0474010643862337,0.1097725641916567,0.162543621953679,0.0095302105866196
A07,19,0.0440426142070597,0.1218805406150424,0.208597990474653,0.005873117898731
A07,20,0.0225549283854315,0.111941670295579,0.2504476800064706,0.008166425122898
A07,21,0.0107356241328514,0.0956252824588695,0.1853198426345553,0.0072104818852427
A08,0,0.3216349860554725,0.5099437557068539,0.2589365207309045,-0.0033487814933486
A08,1,0.4911606906477158,0.3221792379246078,0.1802225655809707,-0.0022998879468262
A08,2,0.4141352714703416,0.3790821076655655,0.2507248604993448,-0.0015097673157509
A08,3,0.3666210181017488,0.4013680307559727,0.3099103071234137,-0.0054696300412129
A08,4,0.3061398240893784,0.3710270228780006,0.3835250371217961,-0.0048607101241924
A08,5,0.2636871974499727,0.3267256737922775,0.4754153448340456,-0.0064132153219871
A08,6,0.5171981385334468,0.0829763276209694,0.119469716036697,-0.0014123264548848
A08,7,0.4621383938106638,0.1846328018168918,0.1859983688051552,-0.0061602072208957
A08,8,0.4002242810247561,0.2560051811780992,0.2791368059812636,-0.0047945473535943
A08,9,0.3686131362347156,0.2743865379395329,0.3590391020794953,-0.0100516106801913
A08,10,0.3138256841962701,0.2339407559489706,0.4437142270132184,-0.0080024726763506
A08,11,0.270192290192056,0.1306474525980028,0.5716282753351389,-0.0089607895770214
A08,12,0.2429653281177682,0.0189417585927365,0.6751074739226129,-0.0018450356126846
A08,13,0.3668340181857155,0.057302919837778,0.1994445144481775,-0.0097043619004321
A08,14,0.3381089209882019,0.1326948059114032,0.3029804532895164,-0.0092409712807552
A08,15,0.3227821079049746,0.1304972766410227,0.3892329933566946,-0.0142607043486813
A08,16,0.290530849211628,0.0930520905891716,0.4911435451359947,-0.0130539640317408
A08,17,0.2559591750706263,0.0055896030752983,0.6001057194496471,-0.0114918394310051
A08,18,0.2785326128638985,0.0255578121654783,0.3256200794262925,-0.011624217632051
A08,19,0.2815382779078025,0.0421963315563289,0.4077603007394088,-0.0141285389528438
A08,20,0.2619495534767669,-0.0031816245785691,0.4830016029398411,-0.0159180163284694
A08,21,0.2489378281755139,-0.0395078614583778,0.4150276021300182,-0.0171034114810827
A09,0,0.2677592959742971,0.5186376499049888,0.2168749609783777,-0.0006412938109628
A09,1,0.4993289646665302,0.3564068580581945,-0.0337472722438431,-0.0002695661197234
A09,2,0.3631986377944388,0.386535706013178,0.1138557656988943,-0.0025194318008909
A09,3,0.2789239099127302,0.3928861799991676,0.2604396366532598,-0.0037848604359018
A09,4,0.1249286502834416,0.3599559107398649,0.4539086352599362,-0.0024551816868776
A09,5,0.0030892924541577,0.2993225994558721,0.6529477722004536,-0.0008054337108338
A09,6,0.4423097730492559,0.2026354685966918,-0.1534455077323027,0.0055934922405214
A09,7,0.3282785326784743,0.2747884402556673,-0.0613196811361644,0.0029401762059025
A09,8,0.2297796095906353,0.3106289886419851,0.130682290871099,-0.0021366339089701
A09,9,0.1708504370843265,0.3054756886216805,0.3057280015027663,-0.0051685402657476
A09,10,0.0233215099479534,0.2480664494913103,0.5547451759041259,-0.0046904920426797
A09,11,-0.1465097822208565,0.1349891621168119,0.8574019836932949,-0.0028442390822045
A09,12,-0.211252104274482,0.0581068033039274,0.9924438281241929,0.003668572917972
A09,13,0.0749756056375964,0.2234427596153892,-0.0529874184763245,0.0042773827104022
A09,14,0.0271347065943441,0.2482702171370505,0.1458261767603748,-0.0027515708914946
A09,15,-0.0219750353907915,0.2361163892326093,0.3321999925424461,-0.0066412164253665
A09,16,-0.1104675798561485,0.1706597970265321,0.5937844068577058,-0.0066039248101885
A09,17,-0.2407037991570914,0.0673759653247773,0.888328654140494,-0.004011041576495
A09,18,-0.1740008834745827,0.2124469334998264,0.1390105943448103,-0.0039809189085286
A09,19,-0.1911368805872028,0.198704080321367,0.3319553840595197,-0.0084550366595602
A09,20,-0.242231488257697,0.1351329610624032,0.5492962121951069,-0.0082925511805956
A09,21,-0.3005842141732513,0.1735809782989053,0.3120662418711667,-0.0105495490827003
